posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2026-05-01,Backend Developer,Contract,Remote,Marketing,Sydney,George and Sons,Startup,27.0,1,1,307,1,51946.0,0,0,0,2073,2,0,33,40,0,5.2,Free,1,20.1,0,0,65,50.6,49.1,0
2026-05-01,ML Engineer,Full-Time,Onsite,Cybersecurity,Singapore,Clark LLC,Small,35.0,1,1,421,1,30901.0,0,0,0,1361,6,28,64,62,0,2.7,Corporate,0,20.3,0,18,9,71.6,29.3,0
2026-05-01,Frontend Developer,Contract,Remote,Gaming,Bangalore,Cooley-King,Small,28.0,0,1,345,0,26232.0,0,0,0,1674,6,47,66,15,0,10.8,Free,1,25.1,0,24,0,46.1,57.5,1
2026-05-01,UI/UX Designer,Part-Time,Remote,Cybersecurity,Sydney,"Short, Gomez and Hall",Medium,37.0,0,0,441,1,15520.0,0,0,0,1850,0,25,26,46,0,0.5,Free,1,23.4,1,2,14,60.5,46.0,0
2026-05-01,UI/UX Designer,Internship,Remote,EdTech,Toronto,Alexander PLC,Medium,10.0,1,1,117,1,62823.0,0,0,0,2520,3,31,50,9,0,0.0,Corporate,0,14.9,0,34,36,70.5,19.0,0
2026-05-01,Cybersecurity Analyst,Full-Time,Remote,AI,London,Watson PLC,Startup,27.0,1,1,309,1,43051.0,0,0,0,2398,3,58,59,35,0,4.4,Corporate,0,20.7,0,22,44,27.0,44.6,0
2026-05-01,Frontend Developer,Contract,Hybrid,Marketing,Bangalore,"Stewart, Nelson and Ferguson",Startup,16.0,1,1,186,1,26769.0,0,0,0,1452,1,55,56,53,0,0.9,Corporate,0,28.9,1,18,8,68.0,25.1,0
2026-05-01,Marketing Intern,Internship,Remote,Marketing,New York,Garza and Sons,Startup,4.0,1,1,54,0,35909.0,0,0,0,2663,2,21,57,10,0,2.7,Corporate,0,40.9,1,25,31,51.9,23.1,0
2026-05-01,Cloud Engineer,Internship,Remote,Healthcare,London,Mathews and Sons,Startup,19.0,1,1,215,1,31136.0,0,0,0,1288,2,50,47,25,0,6.5,Corporate,0,31.8,1,10,22,61.8,14.7,0
2026-05-01,Marketing Intern,Full-Time,Hybrid,FinTech,San Francisco,"Weber, Hammond and Lloyd",Small,9.0,1,1,116,1,27512.0,0,0,0,2527,0,69,60,18,0,1.0,Corporate,0,27.8,1,21,13,80.6,11.5,0
2026-05-01,UI/UX Designer,Contract,Onsite,AI,Singapore,"Reese, Bryant and Ryan",Medium,31.0,1,0,366,1,26992.0,0,0,0,1368,1,66,61,43,0,5.8,Free,1,23.2,1,33,12,52.9,73.3,1
2026-05-01,ML Engineer,Part-Time,Remote,Marketing,San Francisco,"Miller, Robinson and Klein",Enterprise,18.0,1,1,241,1,46355.0,0,0,0,1429,1,87,15,56,1,5.9,Corporate,0,31.2,1,0,19,12.5,68.6,1
2026-05-01,Backend Developer,Internship,Onsite,E-Commerce,Toronto,"Barber, Griffin and Miller",Enterprise,7.0,1,1,74,0,11991.0,0,0,0,1950,3,32,34,31,0,6.1,Corporate,0,10.8,1,22,37,32.6,22.9,0
2026-05-01,Frontend Developer,Contract,Onsite,Cybersecurity,Bangalore,Hall and Sons,Startup,16.0,0,1,180,1,15883.0,0,0,0,2445,5,47,31,15,0,3.9,Corporate,0,23.9,1,51,0,69.2,23.1,0
2026-05-01,AI Research Intern,Internship,Hybrid,E-Commerce,Toronto,Ryan-Tucker,Startup,26.0,1,1,299,1,36672.0,0,0,0,2045,2,15,21,28,0,10.9,Corporate,0,15.6,1,43,3,71.2,0.0,0
2026-05-01,UI/UX Designer,Internship,Remote,Healthcare,Toronto,Lewis-Baxter,Startup,29.0,1,1,336,1,21065.0,0,0,0,2262,1,53,36,37,0,8.9,Corporate,0,11.6,1,34,37,48.2,38.5,0
2026-05-01,AI Research Intern,Contract,Onsite,E-Commerce,Toronto,"Haas, Potter and Ballard",Enterprise,27.0,1,1,340,1,35130.0,0,0,0,3398,4,1,85,27,0,3.3,Corporate,0,15.9,1,60,22,78.8,13.9,0
2026-05-01,Cloud Engineer,Full-Time,Remote,AI,Dubai,Robertson Group,Small,11.0,1,1,102,1,51856.0,0,0,0,1468,1,35,20,26,0,0.0,Corporate,0,24.8,0,24,2,63.4,16.1,0
2026-05-01,UI/UX Designer,Part-Time,Remote,Gaming,Toronto,Hudson and Sons,Medium,28.0,1,1,331,1,,0,0,0,1271,3,59,18,9,0,8.8,Free,1,24.8,1,23,6,39.4,41.2,0
2026-05-01,Frontend Developer,Full-Time,Remote,E-Commerce,Toronto,"Schaefer, Smith and Koch",Startup,2.0,1,1,22,1,50953.0,0,0,0,2126,3,1,0,19,0,8.9,Corporate,0,30.4,1,20,10,98.1,0.0,0
2026-05-01,Cloud Engineer,Part-Time,Hybrid,Marketing,Berlin,Carter-Sanford,Small,11.0,1,1,127,1,33896.0,0,1,942,1869,2,32,12,0,0,9.0,Corporate,0,11.2,1,19,14,70.0,12.9,0
2026-05-01,Cloud Engineer,Full-Time,Onsite,Healthcare,Sydney,Ward-Smith,Startup,35.0,1,0,439,0,37918.0,0,0,0,1308,2,29,20,7,0,5.2,Free,1,7.3,1,0,16,54.5,33.7,0
2026-05-01,ML Engineer,Contract,Onsite,EdTech,London,"Mcdonald, Johnson and Byrd",Enterprise,22.0,1,1,270,1,20999.0,0,0,0,1629,2,4,16,29,0,4.3,Corporate,0,20.9,0,0,46,54.8,14.8,0
2026-05-01,ML Engineer,Part-Time,Hybrid,Software,London,Dudley-Hernandez,Medium,2.0,1,1,22,1,12981.0,0,0,0,2640,2,42,10,64,0,2.6,Corporate,0,22.1,1,29,16,57.8,24.9,0
2026-05-01,Cloud Engineer,Part-Time,Remote,Cybersecurity,Sydney,Mccall-Davis,Medium,27.0,1,1,308,1,35829.0,0,0,0,1797,6,38,43,0,0,9.4,Corporate,0,10.7,1,39,22,33.8,21.0,0
2026-05-01,Marketing Intern,Full-Time,Remote,E-Commerce,Berlin,Wallace PLC,Medium,7.0,1,1,114,1,55121.0,0,0,0,1992,4,39,19,36,0,2.6,Corporate,0,20.0,1,0,41,53.3,29.6,0
2026-05-01,Cybersecurity Analyst,Full-Time,Hybrid,Software,New York,Caldwell LLC,Medium,23.0,1,1,283,1,42921.0,0,0,0,2217,4,35,27,14,0,4.0,Corporate,0,26.3,1,30,0,72.8,7.3,0
2026-05-01,Data Science Intern,Internship,Remote,Software,Dubai,"Frey, Avila and Lane",Small,8.0,0,1,103,1,34344.0,0,0,0,1947,3,53,49,28,0,4.4,Corporate,0,22.5,1,26,36,27.7,67.1,1
2026-05-01,Cloud Engineer,Full-Time,Hybrid,Gaming,Bangalore,Schneider LLC,Medium,21.0,1,1,264,1,69739.0,0,0,0,1582,4,0,34,29,0,5.3,Corporate,0,20.6,0,32,0,74.5,8.0,0
2026-05-01,Marketing Intern,Full-Time,Remote,Gaming,Bangalore,Jones-Ingram,Startup,38.0,1,1,464,0,24143.0,0,0,0,2905,3,41,49,5,0,10.9,Corporate,0,16.6,1,2,34,24.7,30.6,0
2026-05-01,Data Science Intern,Contract,Onsite,FinTech,Toronto,Hamilton and Sons,Small,12.0,1,1,141,0,26074.0,0,0,0,885,3,17,0,0,0,3.6,Corporate,0,1.0,0,14,50,43.3,15.0,0
2026-05-01,AI Research Intern,Full-Time,Remote,Healthcare,Toronto,Simon Inc,Startup,38.0,1,0,475,1,2515.0,0,0,0,2146,2,47,63,16,0,7.4,Corporate,0,4.4,1,12,25,52.6,38.4,0
2026-05-01,AI Research Intern,Full-Time,Hybrid,Marketing,New York,Morrow-Contreras,Medium,6.0,1,1,73,1,39513.0,0,0,0,820,1,11,36,49,1,0.0,Corporate,0,16.5,1,0,22,68.2,29.6,0
2026-05-01,Backend Developer,Full-Time,Remote,EdTech,San Francisco,Hunt and Sons,Small,19.0,1,1,228,1,22091.0,0,1,2061,1886,2,13,29,16,0,0.0,Corporate,0,21.3,0,30,56,61.6,53.5,1
2026-05-01,UI/UX Designer,Contract,Remote,Software,Dubai,"Herrera, Ryan and Vaughan",Startup,8.0,1,1,92,1,26303.0,0,0,0,2630,3,36,26,17,0,6.8,Corporate,0,10.1,1,31,2,69.9,2.9,0
2026-05-01,Cloud Engineer,Internship,Hybrid,E-Commerce,Sydney,Marquez-Acevedo,Small,31.0,1,0,376,1,14841.0,0,0,0,2922,4,50,35,48,0,1.4,Corporate,0,22.7,1,0,33,42.2,53.3,1
2026-05-01,Cloud Engineer,Full-Time,Remote,Cybersecurity,Berlin,Morris Group,Startup,39.0,1,1,448,1,32473.0,0,0,0,444,5,25,77,23,0,2.6,Free,1,15.0,1,16,20,52.4,46.9,0
2026-05-01,Cloud Engineer,Part-Time,Remote,Healthcare,Bangalore,Gonzalez LLC,Enterprise,13.0,0,1,166,0,31117.0,0,0,0,2161,7,47,37,35,0,8.3,Corporate,0,24.1,1,20,3,27.2,46.4,0
2026-05-01,Frontend Developer,Part-Time,Onsite,FinTech,London,Crawford-Levine,Medium,19.0,1,1,250,1,66539.0,0,0,0,2246,2,0,34,25,0,0.5,Corporate,0,6.3,1,73,25,62.2,0.0,0
2026-05-01,Cybersecurity Analyst,Part-Time,Hybrid,Cybersecurity,Dubai,Williams Group,Startup,15.0,1,1,166,0,52939.0,0,0,0,2450,1,46,58,28,0,6.5,Free,1,17.6,1,5,8,57.5,16.8,0
2026-05-01,Backend Developer,Part-Time,Onsite,EdTech,Dubai,Shaffer LLC,Startup,20.0,0,1,227,1,48716.0,0,0,0,1302,4,16,55,37,0,8.1,Corporate,0,22.1,1,0,26,48.8,43.5,0
2026-05-01,Backend Developer,Part-Time,Remote,Cybersecurity,Toronto,Buchanan-Vance,Small,3.0,1,1,32,1,44353.0,0,0,0,2170,6,12,22,26,0,3.8,Corporate,0,23.9,1,39,17,70.4,5.6,0
2026-05-01,Cybersecurity Analyst,Contract,Remote,E-Commerce,Sydney,"Young, Reed and Williams",Medium,12.0,1,1,151,0,21934.0,0,0,0,2061,2,11,16,21,0,8.6,Corporate,0,18.9,1,13,20,80.1,6.2,0
2026-05-01,Cloud Engineer,Contract,Remote,EdTech,Bangalore,Logan-Cole,Small,14.0,1,1,180,1,12626.0,0,0,0,2608,2,52,64,0,0,3.8,Corporate,0,31.6,1,37,0,56.2,19.2,0
2026-05-01,Data Science Intern,Part-Time,Remote,E-Commerce,London,Lee-Dean,Startup,33.0,0,1,394,1,55641.0,0,0,0,1240,3,0,49,41,0,7.5,Corporate,0,18.7,1,47,30,64.9,33.5,0
2026-05-01,Frontend Developer,Part-Time,Onsite,Gaming,Sydney,Shepard and Sons,Startup,26.0,1,0,301,0,31190.0,0,0,0,1431,4,43,90,28,0,8.6,Corporate,0,26.1,1,31,11,46.3,54.7,1
2026-05-01,Marketing Intern,Part-Time,Remote,Marketing,New York,Whitney Group,Small,9.0,1,1,107,1,30987.0,0,1,131,1117,3,29,24,21,0,3.9,Corporate,0,44.1,0,24,35,57.3,55.7,1
2026-05-01,ML Engineer,Full-Time,Hybrid,Gaming,Bangalore,Morris PLC,Startup,29.0,0,1,352,1,29034.0,0,0,0,2368,4,0,78,45,0,4.1,Corporate,0,10.1,1,29,22,66.2,44.7,0
2026-05-01,Backend Developer,Part-Time,Hybrid,Healthcare,London,Doyle LLC,Medium,30.0,1,1,331,1,53314.0,0,0,0,2397,2,22,61,23,0,6.9,Corporate,0,17.0,1,15,43,59.6,39.6,0
2026-05-01,Marketing Intern,Internship,Remote,AI,New York,Matthews Inc,Startup,27.0,1,1,311,1,27020.0,0,0,0,2762,3,22,0,29,0,7.2,Corporate,0,16.7,1,2,15,64.0,11.7,0
2026-05-01,Frontend Developer,Full-Time,Remote,Software,Singapore,"Williams, Bautista and Myers",Small,33.0,0,1,374,0,18239.0,0,0,0,525,3,34,60,38,0,2.9,Corporate,0,24.8,1,25,20,39.6,38.1,0
2026-05-01,AI Research Intern,Part-Time,Remote,EdTech,Toronto,Jones-Gomez,Small,34.0,1,1,395,1,46852.0,0,0,0,2007,0,37,57,21,0,3.7,Corporate,0,34.2,1,32,6,59.3,20.1,0
2026-05-01,UI/UX Designer,Contract,Remote,Cybersecurity,San Francisco,"Ramirez, Aguilar and Garrett",Small,36.0,1,1,431,1,33718.0,0,0,0,945,3,70,45,30,0,5.2,Corporate,0,10.9,1,0,53,30.1,47.0,0
2026-05-01,AI Research Intern,Contract,Remote,AI,Berlin,Sanchez LLC,Small,19.0,1,1,192,1,28114.0,0,0,0,1834,6,0,57,40,0,5.1,Free,1,13.2,1,65,9,82.5,25.9,0
2026-05-01,Backend Developer,Part-Time,Onsite,Cybersecurity,Bangalore,Cowan-Reid,Small,9.0,1,1,127,0,57787.0,0,0,0,710,3,32,51,4,0,10.4,Free,1,8.7,1,20,19,53.5,27.8,0
2026-05-01,Cybersecurity Analyst,Full-Time,Remote,Marketing,Singapore,Coleman Ltd,Medium,39.0,0,0,467,0,60274.0,0,0,0,2775,2,42,38,23,0,7.3,Corporate,0,27.6,1,50,24,25.0,62.7,1
2026-05-01,Frontend Developer,Contract,Remote,AI,Dubai,"Flores, Campbell and Cole",Medium,11.0,1,1,123,1,48310.0,0,0,0,1276,4,0,32,37,0,8.6,Corporate,0,14.5,1,37,16,78.7,16.6,0
2026-05-01,Backend Developer,Internship,Remote,FinTech,New York,Armstrong-Randolph,Enterprise,24.0,0,1,254,1,32674.0,0,0,0,2669,2,41,46,0,0,7.1,Corporate,0,21.2,1,54,44,40.1,48.2,0
2026-05-01,Cybersecurity Analyst,Full-Time,Remote,AI,Toronto,"White, Brown and Williams",Enterprise,8.0,1,1,116,1,51121.0,0,0,0,731,0,26,62,22,0,6.8,Corporate,0,8.2,0,7,17,75.7,7.1,0
2026-05-01,UI/UX Designer,Internship,Remote,Gaming,Dubai,Rodriguez-Hart,Medium,16.0,0,1,173,0,24268.0,0,0,0,220,2,28,8,0,0,8.8,Free,1,1.2,1,25,39,58.0,54.2,1
2026-05-01,AI Research Intern,Internship,Remote,FinTech,San Francisco,King-Travis,Small,33.0,0,1,369,1,39426.0,0,0,0,1605,1,50,63,7,0,4.0,Free,1,4.3,1,25,11,48.1,64.0,1
2026-05-01,Frontend Developer,Internship,Onsite,E-Commerce,Toronto,"Phillips, Romero and Parrish",Enterprise,22.0,1,1,280,0,37207.0,0,1,4970,1736,3,0,21,0,0,7.2,Corporate,0,27.4,1,28,14,72.0,27.5,0
2026-05-01,Data Science Intern,Internship,Remote,Software,London,Green-Werner,Medium,2.0,1,1,50,1,32975.0,0,0,0,1499,1,14,48,20,0,8.1,Corporate,0,7.1,1,37,43,51.3,29.1,0
2026-05-01,Frontend Developer,Internship,Remote,Marketing,Bangalore,"Moore, Kirby and Kelley",Small,26.0,1,1,325,1,37041.0,0,0,0,2555,5,16,4,0,0,10.7,Free,1,8.9,0,16,27,61.5,24.1,0
2026-05-01,Backend Developer,Internship,Remote,AI,Toronto,Austin-Reynolds,Small,14.0,1,1,174,1,50084.0,0,0,0,1052,9,46,0,36,1,8.7,Corporate,0,22.5,1,29,17,50.8,57.0,1
2026-05-01,Data Science Intern,Part-Time,Remote,Cybersecurity,San Francisco,Franklin-Kelly,Startup,6.0,1,0,75,1,7502.0,0,0,0,2494,4,23,29,56,0,14.6,Free,1,33.3,1,13,0,65.8,49.4,0
2026-05-01,UI/UX Designer,Full-Time,Remote,AI,New York,Johnson-Smith,Enterprise,13.0,1,0,140,1,21652.0,0,0,0,1873,3,42,49,0,0,7.7,Corporate,0,29.1,1,20,15,60.4,16.9,0
2026-05-01,Cloud Engineer,Internship,Remote,Marketing,New York,"Brown, Cain and Santos",Startup,23.0,1,1,275,1,32186.0,0,0,0,1726,0,37,84,0,0,8.9,Corporate,0,25.0,1,0,35,56.0,38.6,0
2026-05-01,Frontend Developer,Contract,Hybrid,FinTech,New York,"Andersen, Diaz and Williams",Startup,38.0,1,1,440,1,18844.0,0,0,0,2486,2,0,35,33,0,5.3,Corporate,0,5.6,1,54,32,70.1,7.7,0
2026-05-01,Backend Developer,Internship,Remote,Software,London,"Hunt, Jones and Reynolds",Startup,21.0,1,1,265,1,25033.0,0,0,0,2195,4,30,48,0,1,4.3,Free,1,11.0,0,0,0,73.7,33.4,0
2026-05-01,Data Science Intern,Internship,Remote,Software,Dubai,"Jackson, Williams and Montoya",Small,34.0,1,1,420,1,27414.0,0,0,0,1292,3,0,33,15,0,5.7,Corporate,0,18.0,1,43,9,67.1,14.3,0
2026-05-01,ML Engineer,Full-Time,Remote,EdTech,Bangalore,Walters PLC,Startup,14.0,1,0,171,1,22323.0,0,0,0,1846,2,28,31,52,0,6.2,Corporate,0,23.4,1,52,27,64.3,41.6,0
2026-05-01,ML Engineer,Internship,Remote,Gaming,San Francisco,Williams-Taylor,Small,8.0,0,1,101,1,7052.0,0,0,0,2977,2,20,41,2,0,5.2,Free,1,13.2,1,32,27,43.5,56.3,1
2026-05-01,Cybersecurity Analyst,Full-Time,Remote,AI,Singapore,"Smith, Hamilton and Santos",Medium,16.0,1,1,210,1,51068.0,0,0,0,1410,4,72,40,20,0,4.4,Corporate,0,12.6,1,9,33,25.1,48.1,0
2026-05-01,Data Science Intern,Internship,Remote,AI,London,Mason Ltd,Startup,11.0,1,1,123,1,43142.0,0,1,2888,2778,1,0,67,10,0,13.3,Corporate,0,20.8,1,23,3,89.7,19.1,0
2026-05-01,ML Engineer,Internship,Onsite,Software,Dubai,Acevedo-Alexander,Startup,11.0,1,1,114,0,22816.0,0,0,0,680,1,53,16,3,0,4.4,Free,1,20.0,1,5,0,49.8,9.5,0
2026-05-01,Marketing Intern,Internship,Remote,Gaming,Berlin,Carr-Zimmerman,Startup,3.0,0,1,13,0,34055.0,0,0,0,1680,2,16,35,40,0,0.3,Corporate,0,21.4,1,11,25,54.2,26.9,0
2026-05-01,Cybersecurity Analyst,Part-Time,Remote,Marketing,Singapore,Montes-Alvarado,Startup,23.0,1,1,260,1,37402.0,0,1,4543,1930,0,69,6,37,0,2.1,Corporate,0,1.0,0,18,16,58.5,44.5,0
2026-05-01,ML Engineer,Contract,Hybrid,EdTech,San Francisco,"Barnes, Powell and Fisher",Startup,32.0,1,1,384,1,29783.0,0,0,0,2341,2,5,0,35,0,7.8,Corporate,0,14.2,1,10,10,72.1,0.0,0
2026-05-01,ML Engineer,Contract,Remote,Cybersecurity,San Francisco,"Sanchez, Vasquez and Ramos",Startup,36.0,1,1,432,1,40019.0,0,0,0,1308,1,44,42,44,0,2.1,Corporate,0,20.6,1,36,34,60.7,38.8,0
2026-05-01,Cloud Engineer,Internship,Remote,EdTech,Berlin,Hammond Ltd,Medium,28.0,1,1,337,0,38130.0,0,0,0,3101,3,29,36,11,1,3.3,Corporate,0,24.0,0,3,0,66.0,14.9,0
2026-05-01,Cloud Engineer,Contract,Remote,AI,Sydney,Barton Inc,Small,35.0,1,1,430,0,41798.0,0,0,0,2335,1,24,84,59,0,1.9,Free,1,28.4,1,14,7,41.4,58.8,1
2026-05-01,ML Engineer,Internship,Onsite,FinTech,Berlin,Vasquez Ltd,Startup,23.0,1,1,248,1,30307.0,0,0,0,2542,2,17,42,3,0,4.6,Free,1,27.7,1,22,35,61.0,26.9,0
2026-05-01,ML Engineer,Internship,Remote,Gaming,Sydney,"Ramsey, Leon and Palmer",Medium,27.0,1,0,328,1,18295.0,0,0,0,1010,2,0,7,23,0,3.6,Corporate,0,8.0,1,15,27,68.0,21.9,0
2026-05-01,Data Science Intern,Internship,Hybrid,FinTech,Sydney,Williams Ltd,Small,7.0,1,1,98,0,43833.0,0,0,0,1872,2,41,29,28,0,10.0,Corporate,0,8.7,1,41,35,36.0,29.2,0
2026-05-01,Data Science Intern,Full-Time,Remote,EdTech,Bangalore,Lambert Inc,Small,25.0,0,1,297,0,43575.0,0,0,0,2338,4,22,65,11,0,3.5,Corporate,0,15.6,1,0,19,59.1,37.8,0
2026-05-01,UI/UX Designer,Contract,Remote,Cybersecurity,New York,Peterson LLC,Startup,27.0,1,1,304,0,38374.0,0,0,0,1599,4,16,54,27,0,6.0,Free,1,4.7,1,32,0,57.8,27.6,0
2026-05-01,Frontend Developer,Part-Time,Remote,E-Commerce,Sydney,"Vasquez, Rodriguez and Valencia",Enterprise,12.0,1,1,140,1,42150.0,0,0,0,1784,1,25,10,14,0,8.5,Corporate,0,16.1,1,34,34,57.8,14.0,0
2026-05-01,Cybersecurity Analyst,Contract,Remote,AI,Toronto,Wade Inc,Startup,27.0,1,1,320,1,24143.0,0,1,1037,1624,1,0,41,20,0,9.7,Corporate,0,25.1,1,12,15,84.0,30.5,0
2026-05-01,Backend Developer,Full-Time,Remote,FinTech,Dubai,"Miller, Rivera and Kelley",Startup,3.0,1,1,50,1,38212.0,0,1,184,1553,2,34,35,31,0,4.9,Corporate,0,19.7,1,9,27,57.7,57.5,1
2026-05-01,Backend Developer,Internship,Hybrid,AI,Dubai,Willis Group,Medium,34.0,1,1,401,0,72101.0,0,0,0,1600,4,54,0,0,0,5.6,Corporate,0,11.8,1,0,24,45.8,30.0,0
2026-05-01,AI Research Intern,Part-Time,Remote,Software,New York,Taylor-Patterson,Medium,9.0,1,1,102,1,38331.0,0,0,0,2330,0,56,33,20,0,7.5,Corporate,0,18.0,1,37,34,34.9,24.3,0
2026-05-01,ML Engineer,Contract,Hybrid,Software,New York,Coffey and Sons,Medium,11.0,1,0,127,1,45943.0,0,0,0,2786,1,29,3,18,0,13.1,Free,1,15.8,1,52,15,60.6,23.1,0
2026-05-01,Backend Developer,Contract,Hybrid,Cybersecurity,Toronto,"Hayes, Nixon and Hart",Startup,10.0,1,1,102,1,25923.0,0,0,0,1716,1,5,56,7,0,8.4,Corporate,0,29.0,1,17,20,68.2,5.7,0
2026-05-01,Cloud Engineer,Part-Time,Onsite,Marketing,Singapore,Huber Inc,Medium,16.0,1,1,182,1,15111.0,0,0,0,1931,0,9,31,16,0,8.4,Free,1,25.8,0,34,28,69.0,12.9,0
2026-05-01,Marketing Intern,Internship,Remote,EdTech,Sydney,Davis Inc,Startup,19.0,0,0,231,1,54185.0,0,0,0,344,3,14,79,37,0,3.6,Corporate,0,19.1,1,20,2,63.2,30.1,0
2026-05-01,Marketing Intern,Part-Time,Onsite,EdTech,Bangalore,"Davis, Bradford and Smith",Medium,38.0,0,1,453,1,37831.0,0,0,0,1682,4,67,24,11,0,3.7,Corporate,0,11.0,1,54,0,38.3,27.1,0
2026-05-01,AI Research Intern,Part-Time,Hybrid,FinTech,San Francisco,"Morales, Gilbert and Ballard",Startup,2.0,0,1,24,1,27745.0,0,0,0,2119,4,49,37,38,0,3.0,Corporate,0,44.0,1,36,9,33.5,53.1,1
2026-05-01,Marketing Intern,Full-Time,Hybrid,Marketing,Berlin,"Foley, Ortega and Knapp",Medium,16.0,1,0,185,1,14245.0,0,0,0,2050,3,33,9,27,0,6.9,Corporate,0,6.4,1,23,34,61.5,29.1,0
2026-05-01,AI Research Intern,Contract,Remote,Software,Berlin,"Thomas, Murray and Peterson",Startup,13.0,0,0,148,1,31553.0,0,0,0,2476,2,51,44,24,0,3.3,Free,1,19.4,1,33,36,42.0,88.9,1
2026-05-01,Frontend Developer,Part-Time,Hybrid,Gaming,Sydney,Smith Ltd,Medium,30.0,1,1,341,0,11799.0,0,0,0,1853,2,32,58,40,0,5.6,Free,1,12.8,1,0,24,58.3,40.6,0
2026-05-01,Marketing Intern,Full-Time,Remote,Marketing,San Francisco,"Gill, Romero and Mejia",Startup,16.0,0,1,202,1,54811.0,0,0,0,1874,6,18,21,0,0,3.6,Corporate,0,26.5,1,81,27,42.0,26.0,0
2026-05-01,Marketing Intern,Internship,Remote,Healthcare,London,Baker and Sons,Startup,23.0,1,1,281,0,28194.0,0,0,0,2339,5,45,52,0,0,3.9,Corporate,0,22.6,1,25,27,40.1,19.5,0
2026-05-01,AI Research Intern,Internship,Onsite,Gaming,San Francisco,"Wilson, Bryant and Allen",Medium,2.0,1,1,12,0,55737.0,0,0,0,1124,1,18,3,0,0,0.6,Corporate,0,23.3,1,19,0,77.3,0.4,0
2026-05-01,Data Science Intern,Contract,Remote,FinTech,New York,"Cunningham, Thomas and West",Medium,29.0,1,1,348,0,29654.0,0,1,2104,697,6,41,74,75,0,8.0,Free,1,8.9,1,30,26,24.2,100.0,1
2026-05-01,Frontend Developer,Contract,Remote,Gaming,Dubai,"Thompson, Ellis and Mccormick",Startup,16.0,1,0,193,1,6783.0,0,0,0,1464,0,34,41,42,0,0.1,Corporate,0,19.8,1,63,20,57.9,39.4,0
2026-05-01,ML Engineer,Contract,Remote,Marketing,Dubai,Holloway Ltd,Startup,22.0,1,1,265,1,51528.0,0,0,0,3014,1,82,73,33,0,7.4,Corporate,0,13.3,1,0,43,26.2,54.4,1
2026-05-01,ML Engineer,Part-Time,Remote,Cybersecurity,New York,Ramirez-Burgess,Startup,10.0,1,1,115,0,15559.0,0,0,0,2250,5,69,54,9,0,0.0,Free,1,1.0,1,0,32,19.7,70.7,1
2026-05-01,UI/UX Designer,Full-Time,Hybrid,Marketing,Sydney,Clarke LLC,Small,28.0,0,0,340,0,28351.0,0,0,0,1989,4,9,81,42,0,7.5,Free,1,25.5,0,0,17,34.1,66.2,1
2026-05-01,UI/UX Designer,Part-Time,Onsite,Healthcare,Berlin,"Rhodes, Wong and Johnson",Small,36.0,1,1,462,1,50816.0,0,0,0,2168,3,22,69,34,1,3.4,Free,1,10.1,1,54,24,70.6,54.4,1
2026-05-01,ML Engineer,Part-Time,Remote,Gaming,Dubai,Patterson Group,Small,13.0,1,1,113,1,45289.0,0,0,0,1813,3,47,57,24,0,6.4,Free,1,11.3,1,43,9,78.3,36.2,0
2026-05-01,ML Engineer,Internship,Onsite,E-Commerce,Toronto,Huynh LLC,Small,3.0,0,1,9,1,42065.0,0,0,0,2321,4,22,24,30,0,6.1,Free,1,5.9,1,26,12,54.0,40.3,0
2026-05-01,AI Research Intern,Part-Time,Remote,EdTech,New York,Marshall LLC,Enterprise,5.0,0,1,55,1,74836.0,0,0,0,1858,4,53,16,42,0,3.9,Corporate,0,1.0,1,10,56,30.2,56.4,1
2026-05-01,UI/UX Designer,Contract,Remote,AI,Bangalore,Bartlett-Daniels,Enterprise,12.0,1,1,131,1,24143.0,0,0,0,1617,0,24,9,46,0,1.6,Corporate,0,33.1,0,33,23,79.8,7.4,0
2026-05-01,Cybersecurity Analyst,Full-Time,Remote,Software,Dubai,Saunders LLC,Medium,32.0,1,1,405,1,2638.0,0,0,0,1718,5,35,60,11,0,8.0,Corporate,0,19.8,1,21,45,70.1,49.6,0
2026-05-01,Frontend Developer,Part-Time,Onsite,Cybersecurity,Bangalore,"Cervantes, Turner and Jordan",Medium,28.0,1,1,325,1,50860.0,0,0,0,1218,5,0,48,17,0,4.3,Corporate,0,17.9,0,53,19,68.5,5.6,0
2026-05-01,Cloud Engineer,Contract,Remote,Software,San Francisco,"Davis, Scott and Lewis",Startup,32.0,1,0,364,1,33812.0,0,0,0,1532,4,40,36,14,0,3.4,Corporate,0,22.7,1,16,39,46.6,52.2,1
2026-05-01,Data Science Intern,Full-Time,Remote,E-Commerce,Toronto,Ingram-Krueger,Small,24.0,0,1,279,0,23323.0,0,0,0,2475,1,24,40,23,0,3.3,Corporate,0,9.7,0,20,6,53.5,24.4,0
